,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
10,Bibliometric analysis of isi's Arts & Humanities Citation index,"['Morton V. Malin', 'Martha C. Dean']",https://doi.org/10.1145/800275.810933,"Bibliometrics, the quantitative study of literature, has made a considerable contribution to the management of scientific libraries and to the understanding of the sociology of science. It has joined operations research as effective management tools in making substantial impact on optimization of library services, resources sharing and allocation in library networks. With the common belief that humanistic literatures are different, these analytic techniques have not been applied to any extent. We believe that although sociological factors may impact on the humanities in different ways, patterns of regularity in communication, individual contribution, and literature growth shall be studied. Knowledge of the characteristics of humanistic literatures may enable us to improve information access and to maximize available resources in space, manpower, and funds for books. A pilot study has been attempted on a bibliography of the history of the American Revolution.The data base is constructed from the Writings on American History: A Subject Bibliography of Articles under the heading ""Revolution &amp; Confederation (1763-1789)"". To facilitate the analysis, the data management program FAMULUS was used.Selected Results: 1095 articles were published between 1962-1976 by 790 authors in 224 journals or publishing sources. The average author productivity is 1.39 which is similar to other fields studied. As expected, a few highly prolific authors dominated the field, and their productivity distribution follows the well-known Lotka's Law. The dispersion of publications over journals also adheres to Bradford's distribution, identifying the most productive journal in this field as the William and Mary Quarterly. Thus, scholarship in general assumes certain common characteristics regardless of the discipline. Yet differences exist. There are only 77 (10%) authors who have ever co-authored in a mere 47 (4%) of the total literature. This is a dramatic departure from the intensely collaborative enterprise of science in which almost all scientific writers co-author.From our experience, FAMULUS is a useful tool in bibliometric analysis in addition to being a good personal documentation system to replace our shoebox of cards. We have also used it in the teaching of indexing and retrieval of documents.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Computers in other domains', 'Digital libraries and archives', 'Law, social and behavioral sciences', 'Sociology', 'Information systems', 'Information retrieval', 'Information systems applications', 'Digital libraries and archives']"
11,Bibliometric analysis of Amrican history data by FAMULUS (abstract only),['Miranda Lee Pao'],https://doi.org/10.1145/800275.810932,"NOVA*STATUS is a text-retrieval system which is available at all Norwegian universities and several government institutions, running on computers from different manufacturers.NOVA*STATUS is a full-text retrieval system originally developed by AERE, Harwell, England, and redeveloped at the Norwegian Computing Centre for the Humanities and other Norwegian institutions. The data is divided into documents and each word (or a truncated part of it) in each document is potentially a key word. The format of the document is free. By use of prefixes it is possible to divide each document into specific fields of information.A request to the system can consist of a Boolean expression of words and prefixes and relational expressions between prefixed words. The system allows for macros which can be permanently stored which makes, for example, synonym lists possible. The system also contains procedures for off-line sorting and printing of catalogues and for the coding of data for statistical analysis by SPSS.At the Norwegian Computing Centre for the Humanities, NOVA*STATUS has been, and is still being used in a variety of humanistic archive applications. Several of these have a common data format which consists of 20-30 defined fields of fixed information and one or more fields of free-text description of e.g., photographs, paintings, archaeological and cultural artifacts, old buildings and documents. The second part of the paper will describe the actual use of the system in these various applications.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities']"
12,Bibliometric analysis of ISI's Arts & Humanities Citation Index (abstract only),"['Morton V. Malin', 'Martha C. Dean']",https://doi.org/10.1145/800275.810931,"The most frequently cited journal articles in the Arts &amp; Humanities Citation Index (A&amp;HCI) are analyzed in terms of their disciplinary classification. Four years (1976-79) of the A&amp;HCI data base yielded 144 journal articles which were cited 10 or more times during the period. These articles are predominantly from the disciplines of Language and Linguistics (31%), Philosophy (23%), History (13%), Religion (8%), and Archeology (6%).However, most citations in the A&amp;HCI are to books rather than journal articles (96% versus 4% among those items cited 10 or more times). The discipline of Literature (or Literary Criticism) is predominant in the list of highly cited books.These statistics suggest systematic variation in the resources used by the different disciplines. Various other aspects of the A&amp;HCI data base are explored, and some specific examples are discussed in depth.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Document management and text processing', 'Document preparation', 'Information systems', 'Information retrieval', 'Document representation']"
13,A thesaurus for Canadian iconography (abstract only),['Denis Castonguay'],https://doi.org/10.1145/800275.810934,The Picture Division of The Public Archives of Canada has undertaken the construction of a thesaurus of iconographic terms as part of its preparations for a computerized inventory system. The thesaurus which complements an existing set of descriptive standards will serve as a terminological control device enabling indexers and researchers to translate natural language into a more restrained and logical system language. General characteristics of the thesaurus will be described. Special emphasis will be given to the impact of on-line information retrieval computer technology on the design and development of the system language. Sample pages of the thesaurus will be available for examination and further discussion. An overview of other Canadian experiments in the field of subject access to visual records will also be provided.,0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Human-centered computing', 'Human computer interaction (HCI)', 'Information systems', 'Information retrieval', 'Information retrieval query processing']"
14,The text's the thing: Concordances to literary texts (abstract only),['Michael Preston'],https://doi.org/10.1145/800275.810935,"The history of computer-generated concordances is already one-third of a century long. Thousands of concordances have been generated; many have been published. Most of these are useful, but there are limitations to all of them. In this presentation I discuss a number of variations on concordance-making based on specific projects being carried out at the University of Colorado.A word-form concordance can be of considerable utility. Particularly for older states of language of which our knowledge is often less than perfect, this ""primary"" concordance form seems best for initial circulation, but such a concordance is insensitive to variants and ambiguities. It is often as suggestive of what might have been done as it is directly useful.With the increasing availability of microcomputers and various kinds of remote terminals, it is now possible to remove many of the difficulties of text-editing so that a ""secondary"" concordance edited toward particular applications can be produced more readily. At the University of Colorado, at which the majority of humanists who use computers wish to make maximum use of the available technology without becoming computing scientists, I have found it practical to suggest a particular synthesis of batch and interactive computing. This involves the use of a retrieval, concordance-generating, and editing system so modular in design that editorial intervention is practical at many points. This editing makes use of device-dependent text editors of sufficient sophistication that the user perceives little of the technical operation beyond requesting his programs and his text; otherwise he has the freedom of a typewriter coupled to the benefits of a screen for displaying modifications to his text as they are made, whether directly by him or by a variety of programmed functions. Stations built around ""smart"" terminals as well as ""dumb"" terminals with microcomputer and floppy disks are operational.Thus it is now more practical to produce second-generation concordances which more nearly reflect the perceived needs of a scholarly community: words may be (manually) disambiguated by meaning and function, contexts may be edited either to omit extraneous material or insert explanatory matter, and words may be clustered by dictionary or thesaurus. The result is concordances of far greater utility in specific areas and more meaningful statistics.The development of better equipment and new techniques has made it possible to interact more thoroughly with one's text. There is no need for premature data reduction, but rather the encouragement of what I call the ""infinite loop of literary scholarship"": one works with one's texts to produce results which suggesst work to produce more results which suggest still more work .... The newer technology seems to fit the humanist far better than did the old.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Information systems', 'Data management systems', 'Database management system engines', 'Information retrieval']"
15,Sift - searching in free text: A text retrieval system (abstract only),['Oystein Reigem'],https://doi.org/10.1145/800275.810936,"The SIFT project is aimed at developing an advanced text retrieval system possessing the features of high modularity, high portability, possibilities for integration with word processing systems and a flexible user interface. Possible applications for such a system would be found wherever any sizable collection of information requires efficient retrieval. The SIFT system is mainly designed to solve the problems of searching in free, i.e. unstructured, text but extensive functions for dealing with structured information are also offered.The SIFT project is based on former experience in the use of other retrieval systems, particularly the Norwegian version of the British STATUS system, NOVA*STATUS, a system which has found application in various public agencies and at all Norwegian universities.The SIFT project was initiated on January 1, 1980, and a prototype version of the system will be implemented on a NORD computer towards the end of 1981. The final product will be made available free of charge.This presentation will treat the structure, characteristics and applications of the SIFT system.",1,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Information systems', 'Information retrieval', 'Document representation', 'Thesauri', 'Information retrieval query processing']"
16,Thesaurus on American works of art (abstract only),['Eleanor E. Fik'],https://doi.org/10.1145/800275.810938,"FOLK is an online analysis and retrieval system developed for the 1801 census of Norway, which is machine readable in a full-text and a coded version, each with approximately 1,000,000 records on individuals. The main advantage of the system is speed. FOLK consists of several parts:- A fast program for statistical analysis of the simple kind. Cross tabulations can be done in 1/16 of the time used by SPSS.- An interface to statistical and graphical packages for more complicated analysis.- A retrieval system for finding subsets of the data base. The subset can be anything from a single person to a region. Information from the coded and the full text version can be used for subtracting individuals.- A recoding system for recoding the coded version using a simple semantic analysis of the full-text version.- A fully computerized record linkage system. Information from other sources can be automatically added to the records on the individuals in the census.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Architecture (buildings)', 'Information systems', 'Information retrieval', 'Document representation', 'Thesauri']"
17,The role of the computer in ethnographic analysis (abstract only),['Paul Beynon Davies'],https://doi.org/10.1145/800275.810937,"Art and architecture literature presents indexing difficulties due to the absence of a recognized controlled vocabulary. A recent investigation showed a number of independent partial efforts targeted to local needs. The Art and Architecture Thesaurus (AAT) group is building on the experience of others to create a unified, hierarchical thesaurus for these fields. Although the thesaurus itself will be in machine ""readable form, the real value of automation will be the ability to search hierarchically the literature indexed with the AAT.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Information systems', 'Information retrieval']"
18,Art and architecture thesaurus (abstract only),['Pat Mohlot'],https://doi.org/10.1145/800275.810939,"Designing and providing subject access to works of art has traditionally been very subjective. This is due to the fact that there are no standardized word lists which can be expected to meet the scope of all art collections. Whereas tailoring subject terms to the scope of a given collection is the most practical approach for the curator in charge of the collection, the researcher, who may not be an art specialist, often is frustrated when the listing of subject terms does not include the terms relevant for his/her purposes. This presentation will explore how the development of a thesaurus resolves the conflict of subject vocabulary. Specific examples will be drawn from four computer projects at the National Museum of American Art. Each of the projects varies in scope, yet a single subject classification guide has been developed for purposes of providing subject access to the contents of each project.Because a separate subject word list was not originally designed for each project, a thesaurus is now being developed which will allow for a listing of terms not used for indexing but which are relevant to both the scope of each project and anticipated researcher needs.From a practical viewpoint, the presentation will demonstrate how the computer can be used to generate terminology to be included in the thesaurus.",2,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Information systems', 'Information retrieval', 'Document representation', 'Thesauri']"
19,Folk (abstract only),['Jan Oldervoll'],https://doi.org/10.1145/800275.810940,"Ethnography is a methodology which emphasises a ""soft"" interpretative approach to social reality. It is often portrayed as being at the opposite pole to quantitative approaches as exemplified in the classic Merton-Lazarsfeld paradigm (Structural-Functionalism wedded to the survey method).Ethnography is a method in which the researcher actively engages in and records the life of a social group. This record of experience is essentially qualitative. It is primarily constructed in the form of textual description: an ongoing account of a person's observations, thoughts and feelings while in the ""field"". This text is usually given the generic title of field-notes.The Ethnographic researcher is therefore normally confronted with a vast amount of textual data. To get some understanding of, and control over this data, the Ethnographer must in some way split up this record of raw experience. He must in some way ""chunk"" up his data into easily manageable units or categories. It is this classificatory activity which forms the basis of Ethnographic analysis.In greater detail, Ethnographic data analysis may be generally portrayed as consisting of three analytically distinct, but empirically indistinct activities: represents a1. The reading of field-notes, accompanied by the recording of themes and hypotheses;2. The coding of important topics observed within the field-notes under different category headings;3. The disassembling of field-notes by coded category; the purpose being the creative filing and retrieving of one's data.The prime concern of this presentation will be to discuss means by which such analysis may be accomplished.It is the author's belief that the schema shown below possible evolutionary trend in Ethnographic data analysis: items lower down the schema give the Ethnographer greater power and flexibility in the way he handles text. Reference will be made to presently ongoing research at Cardiff as evidence of this claim.1. The Traditional Filing Cabinet.a. Simple chronological filing of text.b. Multiple filing: the actual disassembling of text into files.2. The Filing cabinet and Separate Indices.a. Chronological filing: card indices.b. Chronological filing: specialised indices.c. Chronological filing: computer indices.3. The Full Computer Approach.a. Indices and fieldnotes stored on UNIX.b. A System of Personalised Interactive Computing for Ethnographers. SPICE: a term purely invented to emphasise the ""spice"" of Ethnographic research.Finally, this presentation will also discuss the implications that this research has for textual management in general. The projected computer arrangement will, I believe, prove of advantage not only to the Ethnographer, but to any researcher who employs continuous text as his/her primary resource.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Applied computing', 'Arts and humanities', 'Information systems', 'Information retrieval', 'Document representation', 'Thesauri']"
20,Initial experiences with an on-line catalog (abstract only),"['Rebecca D. Dixon', 'Edmund D. Meyers']",https://doi.org/10.1145/800275.810942,"P-STAT began as a collection of integrated commands which read rectangular files sequentially. A simple modification language for recoding and case selection was added in the late 1960's. Commands were added throughout the 1970's. Recently, however, a major effort has gone into language enhancement and file structure improvements.P-RADE, a random access data enhancement to P-STAT, is an example. This type of file structure supports up to 10 indexing keys, allowing a case or a group of cases to be accessed very rapidly. In addition, any P-STAT command can read a P-RADE file sequentially in any key order.In some ways, this approach blends aspects of database technology into statistical software. Examples of its use will be given.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Human computer interaction (HCI)', 'Information systems', 'Information storage systems', 'Record storage systems', 'Record storage alternatives', 'Hashed file organization', 'Indexed file organization', 'World Wide Web']"
21,New file management in P-STAT (abstract only),['Roald Buhler'],https://doi.org/10.1145/800275.810941,"In January of 1981, the Center for the Study of Youth Development initiated an on-line catalog of the holdings of its specialized library consisting of 10,000 monographs, journals, vertical file materials, etc. The present paper discusses the reactions of the end-user or patron population to the resource. The background of the library automation project -- including issues of cost-effectiveness, increased power, and user utility--is discussed in order to establish the initial goals of this activity. Then, attention is given to how the project was implemented; this includes a comparison of preliminary goals with what ultimately was delivered. The transition from a COM catalog to the on-line catalog required training of patrons (some of whom had little or no experience with a computer terminal), and only half of the Center staff participated in the initial training sessions. Preliminary patron behavior is reviewed, and an attempt to informally analyze both positive and negative experiences is offered. The initial experiences are summarized in a discussion of the problems and prospects of the user interface of the ""query"" portion of the on-line catalog software.",0,May 1981  ,Article ,CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"['Information systems', 'Data management systems', 'Information storage systems', 'Record storage systems', 'Record storage alternatives', 'Hashed file organization', 'Indexed file organization', 'Mathematics of computing', 'Mathematical software', 'Statistical software']"
